Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,707502,-,-,-,42.01,12.22,0,172,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Clearsky DHI,Clearsky DNI,Clearsky GHI
2017,1,3,8,30,15,15,0,77,539,215
2017,1,3,9,30,14,14,0,86,684,329
2017,1,3,10,30,31,31,0,95,730,396
2017,1,3,11,30,331,151,423,94,753,414
2017,1,3,12,30,169,155,36,83,751,377
2017,1,3,13,30,127,119,25,73,686,288
2017,1,3,14,30,161,55,541,55,541,161
2017,1,3,15,30,31,21,192,21,192,31
2017,1,3,16,30,0,0,0,0,0,0
2017,1,3,17,30,0,0,0,0,0,0
2017,1,3,18,30,0,0,0,0,0,0
2017,1,3,19,30,0,0,0,0,0,0
2017,1,3,20,30,0,0,0,0,0,0
2017,1,3,21,30,0,0,0,0,0,0
2017,1,3,22,30,0,0,0,0,0,0
2017,1,3,23,30,0,0,0,0,0,0
2017,1,4,0,30,0,0,0,0,0,0
2017,1,4,1,30,0,0,0,0,0,0
2017,1,4,2,30,0,0,0,0,0,0
2017,1,4,3,30,0,0,0,0,0,0
2017,1,4,4,30,0,0,0,0,0,0
2017,1,4,5,30,0,0,0,0,0,0
2017,1,4,6,30,0,0,0,0,0,0
2017,1,4,7,30,101,32,559,32,559,101
2017,1,4,8,30,245,50,762,50,762,245
2017,1,4,9,30,362,60,848,60,848,362
2017,1,4,10,30,430,65,881,65,881,430
2017,1,4,11,30,445,66,888,66,888,445
2017,1,4,12,30,402,62,865,62,865,402
2017,1,4,13,30,309,56,801,56,801,309
2017,1,4,14,30,175,44,662,44,662,175
2017,1,4,15,30,36,19,309,19,309,36
2017,1,4,16,30,0,0,0,0,0,0
2017,1,4,17,30,0,0,0,0,0,0
2017,1,4,18,30,0,0,0,0,0,0
2017,1,4,19,30,0,0,0,0,0,0
2017,1,4,20,30,0,0,0,0,0,0
2017,1,4,21,30,0,0,0,0,0,0
2017,1,4,22,30,0,0,0,0,0,0
2017,1,4,23,30,0,0,0,0,0,0
2017,1,5,0,30,0,0,0,0,0,0
2017,1,5,1,30,0,0,0,0,0,0
2017,1,5,2,30,0,0,0,0,0,0
2017,1,5,3,30,0,0,0,0,0,0
2017,1,5,4,30,0,0,0,0,0,0
2017,1,5,5,30,0,0,0,0,0,0
2017,1,5,6,30,0,0,0,0,0,0
2017,1,5,7,30,96,33,509,33,509,96
2017,1,5,8,30,243,52,743,52,743,243
2017,1,5,9,30,359,60,836,60,836,359
2017,1,5,10,30,426,68,861,68,861,426
2017,1,5,11,30,431,83,812,83,812,431
2017,1,5,12,30,380,104,699,104,699,380
2017,1,5,13,30,232,107,393,95,614,290
2017,1,5,14,30,170,61,541,61,541,170
2017,1,5,15,30,12,12,0,23,259,37
2017,1,5,16,30,0,0,0,0,0,0
2017,1,5,17,30,0,0,0,0,0,0
2017,1,5,18,30,0,0,0,0,0,0
2017,1,5,19,30,0,0,0,0,0,0
2017,1,5,20,30,0,0,0,0,0,0
2017,1,5,21,30,0,0,0,0,0,0
2017,1,5,22,30,0,0,0,0,0,0
2017,1,5,23,30,0,0,0,0,0,0
2017,1,6,0,30,0,0,0,0,0,0
2017,1,6,1,30,0,0,0,0,0,0
2017,1,6,2,30,0,0,0,0,0,0
2017,1,6,3,30,0,0,0,0,0,0
2017,1,6,4,30,0,0,0,0,0,0
2017,1,6,5,30,0,0,0,0,0,0
2017,1,6,6,30,0,0,0,0,0,0
2017,1,6,7,30,102,36,534,36,534,102
2017,1,6,8,30,251,56,755,56,755,251
2017,1,6,9,30,372,68,848,68,848,372
2017,1,6,10,30,445,73,890,73,890,445
2017,1,6,11,30,307,172,312,74,901,462
2017,1,6,12,30,418,76,861,76,861,418
2017,1,6,13,30,322,67,796,67,796,322
2017,1,6,14,30,186,52,656,52,656,186
2017,1,6,15,30,41,23,308,23,308,41
2017,1,6,16,30,0,0,0,0,0,0
2017,1,6,17,30,0,0,0,0,0,0
2017,1,6,18,30,0,0,0,0,0,0
2017,1,6,19,30,0,0,0,0,0,0
2017,1,6,20,30,0,0,0,0,0,0
2017,1,6,21,30,0,0,0,0,0,0
2017,1,6,22,30,0,0,0,0,0,0
2017,1,6,23,30,0,0,0,0,0,0
2017,1,7,0,30,0,0,0,0,0,0
2017,1,7,1,30,0,0,0,0,0,0
2017,1,7,2,30,0,0,0,0,0,0
2017,1,7,3,30,0,0,0,0,0,0
2017,1,7,4,30,0,0,0,0,0,0
2017,1,7,5,30,0,0,0,0,0,0
2017,1,7,6,30,0,0,0,0,0,0
2017,1,7,7,30,103,35,555,35,555,103
2017,1,7,8,30,254,53,777,53,777,254
2017,1,7,9,30,376,62,872,62,872,376
2017,1,7,10,30,450,66,914,66,914,450
2017,1,7,11,30,467,67,924,67,924,467
2017,1,7,12,30,425,66,898,66,898,425
2017,1,7,13,30,326,60,824,60,824,326
2017,1,7,14,30,190,47,693,47,693,190
2017,1,7,15,30,44,22,364,22,364,44
2017,1,7,16,30,0,0,0,0,0,0
2017,1,7,17,30,0,0,0,0,0,0
2017,1,7,18,30,0,0,0,0,0,0
2017,1,7,19,30,0,0,0,0,0,0
2017,1,7,20,30,0,0,0,0,0,0
2017,1,7,21,30,0,0,0,0,0,0
2017,1,7,22,30,0,0,0,0,0,0
2017,1,7,23,30,0,0,0,0,0,0
2017,1,8,0,30,0,0,0,0,0,0
2017,1,8,1,30,0,0,0,0,0,0
2017,1,8,2,30,0,0,0,0,0,0
2017,1,8,3,30,0,0,0,0,0,0
2017,1,8,4,30,0,0,0,0,0,0
2017,1,8,5,30,0,0,0,0,0,0
2017,1,8,6,30,0,0,0,0,0,0
2017,1,8,7,30,7,7,0,38,452,94
2017,1,8,8,30,16,16,0,58,694,238
2017,1,8,9,30,26,26,0,68,796,356
2017,1,8,10,30,18,18,0,74,839,427
2017,1,8,11,30,19,19,0,77,843,444
2017,1,8,12,30,30,30,0,79,799,400
2017,1,8,13,30,22,22,0,74,713,306
2017,1,8,14,30,12,12,0,59,558,176
2017,1,8,15,30,4,4,0,25,224,40
2017,1,8,16,30,0,0,0,0,0,0
2017,1,8,17,30,0,0,0,0,0,0
2017,1,8,18,30,0,0,0,0,0,0
2017,1,8,19,30,0,0,0,0,0,0
2017,1,8,20,30,0,0,0,0,0,0
2017,1,8,21,30,0,0,0,0,0,0
2017,1,8,22,30,0,0,0,0,0,0
2017,1,8,23,30,0,0,0,0,0,0
2017,1,9,0,30,0,0,0,0,0,0
2017,1,9,1,30,0,0,0,0,0,0
2017,1,9,2,30,0,0,0,0,0,0
2017,1,9,3,30,0,0,0,0,0,0
2017,1,9,4,30,0,0,0,0,0,0
2017,1,9,5,30,0,0,0,0,0,0
2017,1,9,6,30,0,0,0,0,0,0
2017,1,9,7,30,100,34,532,34,532,100
2017,1,9,8,30,246,53,740,53,740,246
2017,1,9,9,30,366,63,834,63,834,366
2017,1,9,10,30,438,70,871,70,871,438
2017,1,9,11,30,455,73,875,73,875,455
2017,1,9,12,30,412,71,842,71,842,412
2017,1,9,13,30,319,65,772,65,772,319
2017,1,9,14,30,185,53,625,53,625,185
2017,1,9,15,30,25,24,17,24,293,43
2017,1,9,16,30,0,0,0,0,0,0
2017,1,9,17,30,0,0,0,0,0,0
2017,1,9,18,30,0,0,0,0,0,0
2017,1,9,19,30,0,0,0,0,0,0
2017,1,9,20,30,0,0,0,0,0,0
2017,1,9,21,30,0,0,0,0,0,0
2017,1,9,22,30,0,0,0,0,0,0
2017,1,9,23,30,0,0,0,0,0,0
2017,1,10,0,30,0,0,0,0,0,0
2017,1,10,1,30,0,0,0,0,0,0
2017,1,10,2,30,0,0,0,0,0,0
2017,1,10,3,30,0,0,0,0,0,0
2017,1,10,4,30,0,0,0,0,0,0
2017,1,10,5,30,0,0,0,0,0,0
2017,1,10,6,30,0,0,0,0,0,0
2017,1,10,7,30,36,36,0,38,454,95
2017,1,10,8,30,101,97,17,63,662,236
2017,1,10,9,30,216,153,173,77,760,354
2017,1,10,10,30,425,87,795,87,795,425
2017,1,10,11,30,306,182,282,92,794,441
2017,1,10,12,30,262,172,220,86,782,404
2017,1,10,13,30,165,136,87,76,718,314
2017,1,10,14,30,131,77,253,57,594,184
2017,1,10,15,30,14,14,0,25,300,46
2017,1,10,16,30,0,0,0,0,0,0
2017,1,10,17,30,0,0,0,0,0,0
2017,1,10,18,30,0,0,0,0,0,0
2017,1,10,19,30,0,0,0,0,0,0
2017,1,10,20,30,0,0,0,0,0,0
2017,1,10,21,30,0,0,0,0,0,0
2017,1,10,22,30,0,0,0,0,0,0
2017,1,10,23,30,0,0,0,0,0,0
2017,1,11,0,30,0,0,0,0,0,0
2017,1,11,1,30,0,0,0,0,0,0
2017,1,11,2,30,0,0,0,0,0,0
2017,1,11,3,30,0,0,0,0,0,0
2017,1,11,4,30,0,0,0,0,0,0
2017,1,11,5,30,0,0,0,0,0,0
2017,1,11,6,30,0,0,0,0,0,0
2017,1,11,7,30,103,37,522,37,522,103
2017,1,11,8,30,253,57,745,57,745,253
2017,1,11,9,30,376,67,844,67,844,376
2017,1,11,10,30,452,72,889,72,889,452
2017,1,11,11,30,471,73,901,73,901,471
2017,1,11,12,30,432,69,884,69,884,432
2017,1,11,13,30,338,62,828,62,828,338
2017,1,11,14,30,203,49,704,49,704,203
2017,1,11,15,30,52,24,389,24,389,52
2017,1,11,16,30,0,0,0,0,0,0
2017,1,11,17,30,0,0,0,0,0,0
2017,1,11,18,30,0,0,0,0,0,0
2017,1,11,19,30,0,0,0,0,0,0
2017,1,11,20,30,0,0,0,0,0,0
2017,1,11,21,30,0,0,0,0,0,0
2017,1,11,22,30,0,0,0,0,0,0
2017,1,11,23,30,0,0,0,0,0,0
2017,1,12,0,30,0,0,0,0,0,0
2017,1,12,1,30,0,0,0,0,0,0
2017,1,12,2,30,0,0,0,0,0,0
2017,1,12,3,30,0,0,0,0,0,0
2017,1,12,4,30,0,0,0,0,0,0
2017,1,12,5,30,0,0,0,0,0,0
2017,1,12,6,30,0,0,0,0,0,0
2017,1,12,7,30,92,46,356,46,356,92
2017,1,12,8,30,16,16,0,75,591,232
2017,1,12,9,30,26,26,0,89,705,349
2017,1,12,10,30,33,33,0,96,756,420
2017,1,12,11,30,37,37,0,95,772,438
2017,1,12,12,30,32,32,0,88,756,401
2017,1,12,13,30,23,23,0,79,689,311
2017,1,12,14,30,183,62,547,62,547,183
2017,1,12,15,30,4,4,0,29,231,47
2017,1,12,16,30,0,0,0,0,0,0
2017,1,12,17,30,0,0,0,0,0,0
2017,1,12,18,30,0,0,0,0,0,0
2017,1,12,19,30,0,0,0,0,0,0
2017,1,12,20,30,0,0,0,0,0,0
2017,1,12,21,30,0,0,0,0,0,0
2017,1,12,22,30,0,0,0,0,0,0
2017,1,12,23,30,0,0,0,0,0,0
2017,1,13,0,30,0,0,0,0,0,0
2017,1,13,1,30,0,0,0,0,0,0
2017,1,13,2,30,0,0,0,0,0,0
2017,1,13,3,30,0,0,0,0,0,0
2017,1,13,4,30,0,0,0,0,0,0
2017,1,13,5,30,0,0,0,0,0,0
2017,1,13,6,30,0,0,0,0,0,0
2017,1,13,7,30,6,6,0,56,187,80
2017,1,13,8,30,16,16,0,100,416,211
2017,1,13,9,30,26,26,0,119,564,327
2017,1,13,10,30,36,36,0,115,681,409
2017,1,13,11,30,35,35,0,104,747,438
2017,1,13,12,30,34,34,0,90,768,410
2017,1,13,13,30,24,24,0,77,730,326
2017,1,13,14,30,13,13,0,61,606,197
2017,1,13,15,30,4,4,0,31,251,51
2017,1,13,16,30,0,0,0,0,0,0
2017,1,13,17,30,0,0,0,0,0,0
2017,1,13,18,30,0,0,0,0,0,0
2017,1,13,19,30,0,0,0,0,0,0
2017,1,13,20,30,0,0,0,0,0,0
2017,1,13,21,30,0,0,0,0,0,0
2017,1,13,22,30,0,0,0,0,0,0
2017,1,13,23,30,0,0,0,0,0,0
2017,1,14,0,30,0,0,0,0,0,0
2017,1,14,1,30,0,0,0,0,0,0
2017,1,14,2,30,0,0,0,0,0,0
2017,1,14,3,30,0,0,0,0,0,0
2017,1,14,4,30,0,0,0,0,0,0
2017,1,14,5,30,0,0,0,0,0,0
2017,1,14,6,30,0,0,0,0,0,0
2017,1,14,7,30,110,33,589,33,589,110
2017,1,14,8,30,262,48,797,48,797,262
2017,1,14,9,30,387,56,889,56,889,387
2017,1,14,10,30,463,59,929,59,929,463
2017,1,14,11,30,483,60,938,60,938,483
2017,1,14,12,30,440,60,905,60,905,440
2017,1,14,13,30,347,55,851,55,851,347
2017,1,14,14,30,212,45,734,45,734,212
2017,1,14,15,30,61,24,451,24,451,61
2017,1,14,16,30,0,0,0,0,0,0
2017,1,14,17,30,0,0,0,0,0,0
2017,1,14,18,30,0,0,0,0,0,0
2017,1,14,19,30,0,0,0,0,0,0
2017,1,14,20,30,0,0,0,0,0,0
2017,1,14,21,30,0,0,0,0,0,0
2017,1,14,22,30,0,0,0,0,0,0
2017,1,14,23,30,0,0,0,0,0,0
2017,1,15,0,30,0,0,0,0,0,0
2017,1,15,1,30,0,0,0,0,0,0
2017,1,15,2,30,0,0,0,0,0,0
2017,1,15,3,30,0,0,0,0,0,0
2017,1,15,4,30,0,0,0,0,0,0
2017,1,15,5,30,0,0,0,0,0,0
2017,1,15,6,30,0,0,0,0,0,0
2017,1,15,7,30,7,7,0,37,502,103
2017,1,15,8,30,12,12,0,57,713,250
2017,1,15,9,30,18,18,0,71,799,370
2017,1,15,10,30,23,23,0,80,828,442
2017,1,15,11,30,256,200,123,85,829,461
2017,1,15,12,30,33,33,0,86,788,419
2017,1,15,13,30,42,42,0,82,707,327
2017,1,15,14,30,26,26,0,66,561,196
2017,1,15,15,30,10,10,0,33,243,54
2017,1,15,16,30,0,0,0,0,0,0
2017,1,15,17,30,0,0,0,0,0,0
2017,1,15,18,30,0,0,0,0,0,0
2017,1,15,19,30,0,0,0,0,0,0
2017,1,15,20,30,0,0,0,0,0,0
2017,1,15,21,30,0,0,0,0,0,0
2017,1,15,22,30,0,0,0,0,0,0
2017,1,15,23,30,0,0,0,0,0,0
2017,1,16,0,30,0,0,0,0,0,0
2017,1,16,1,30,0,0,0,0,0,0
2017,1,16,2,30,0,0,0,0,0,0
2017,1,16,3,30,0,0,0,0,0,0
2017,1,16,4,30,0,0,0,0,0,0
2017,1,16,5,30,0,0,0,0,0,0
2017,1,16,6,30,0,0,0,0,0,0
2017,1,16,7,30,13,13,0,41,451,101
2017,1,16,8,30,28,28,0,64,676,248
2017,1,16,9,30,43,43,0,79,767,368
2017,1,16,10,30,55,55,0,90,799,441
2017,1,16,11,30,58,58,0,94,797,458
2017,1,16,12,30,52,52,0,102,737,416
2017,1,16,13,30,39,39,0,96,653,324
2017,1,16,14,30,23,23,0,74,518,195
2017,1,16,15,30,10,10,0,36,211,55
2017,1,16,16,30,0,0,0,0,0,0
2017,1,16,17,30,0,0,0,0,0,0
2017,1,16,18,30,0,0,0,0,0,0
2017,1,16,19,30,0,0,0,0,0,0
2017,1,16,20,30,0,0,0,0,0,0
2017,1,16,21,30,0,0,0,0,0,0
2017,1,16,22,30,0,0,0,0,0,0
2017,1,16,23,30,0,0,0,0,0,0
2017,1,17,0,30,0,0,0,0,0,0
2017,1,17,1,30,0,0,0,0,0,0
2017,1,17,2,30,0,0,0,0,0,0
2017,1,17,3,30,0,0,0,0,0,0
2017,1,17,4,30,0,0,0,0,0,0
2017,1,17,5,30,0,0,0,0,0,0
2017,1,17,6,30,0,0,0,0,0,0
2017,1,17,7,30,16,16,0,47,371,98
2017,1,17,8,30,30,30,0,68,653,247
2017,1,17,9,30,53,53,0,73,792,373
2017,1,17,10,30,56,56,0,74,860,454
2017,1,17,11,30,52,52,0,73,873,474
2017,1,17,12,30,29,29,0,75,840,436
2017,1,17,13,30,20,20,0,76,746,340
2017,1,17,14,30,19,19,0,67,576,204
2017,1,17,15,30,12,12,0,36,240,58
2017,1,17,16,30,0,0,0,0,0,0
2017,1,17,17,30,0,0,0,0,0,0
2017,1,17,18,30,0,0,0,0,0,0
2017,1,17,19,30,0,0,0,0,0,0
2017,1,17,20,30,0,0,0,0,0,0
2017,1,17,21,30,0,0,0,0,0,0
2017,1,17,22,30,0,0,0,0,0,0
2017,1,17,23,30,0,0,0,0,0,0
2017,1,18,0,30,0,0,0,0,0,0
2017,1,18,1,30,0,0,0,0,0,0
2017,1,18,2,30,0,0,0,0,0,0
2017,1,18,3,30,0,0,0,0,0,0
2017,1,18,4,30,0,0,0,0,0,0
2017,1,18,5,30,0,0,0,0,0,0
2017,1,18,6,30,0,0,0,0,0,0
2017,1,18,7,30,25,25,0,39,473,104
2017,1,18,8,30,43,43,0,65,662,248
2017,1,18,9,30,52,52,0,88,720,363
2017,1,18,10,30,66,66,0,94,775,439
2017,1,18,11,30,76,76,0,88,811,463
2017,1,18,12,30,74,74,0,79,812,430
2017,1,18,13,30,64,64,0,73,748,340
2017,1,18,14,30,45,45,0,58,635,211
2017,1,18,15,30,18,18,0,32,347,65
2017,1,18,16,30,0,0,0,0,0,0
2017,1,18,17,30,0,0,0,0,0,0
2017,1,18,18,30,0,0,0,0,0,0
2017,1,18,19,30,0,0,0,0,0,0
2017,1,18,20,30,0,0,0,0,0,0
2017,1,18,21,30,0,0,0,0,0,0
2017,1,18,22,30,0,0,0,0,0,0
2017,1,18,23,30,0,0,0,0,0,0
2017,1,19,0,30,0,0,0,0,0,0
2017,1,19,1,30,0,0,0,0,0,0
2017,1,19,2,30,0,0,0,0,0,0
2017,1,19,3,30,0,0,0,0,0,0
2017,1,19,4,30,0,0,0,0,0,0
2017,1,19,5,30,0,0,0,0,0,0
2017,1,19,6,30,0,0,0,0,0,0
2017,1,19,7,30,33,33,0,50,358,100
2017,1,19,8,30,72,72,0,81,583,244
2017,1,19,9,30,107,107,0,94,708,366
2017,1,19,10,30,119,119,0,101,757,441
2017,1,19,11,30,103,103,0,97,789,464
2017,1,19,12,30,80,80,0,86,791,431
2017,1,19,13,30,57,57,0,75,750,345
2017,1,19,14,30,34,34,0,58,643,216
2017,1,19,15,30,12,12,0,31,379,69
2017,1,19,16,30,0,0,0,0,0,0
2017,1,19,17,30,0,0,0,0,0,0
2017,1,19,18,30,0,0,0,0,0,0
2017,1,19,19,30,0,0,0,0,0,0
2017,1,19,20,30,0,0,0,0,0,0
2017,1,19,21,30,0,0,0,0,0,0
2017,1,19,22,30,0,0,0,0,0,0
2017,1,19,23,30,0,0,0,0,0,0
2017,1,20,0,30,0,0,0,0,0,0
2017,1,20,1,30,0,0,0,0,0,0
2017,1,20,2,30,0,0,0,0,0,0
2017,1,20,3,30,0,0,0,0,0,0
2017,1,20,4,30,0,0,0,0,0,0
2017,1,20,5,30,0,0,0,0,0,0
2017,1,20,6,30,0,0,0,0,0,0
2017,1,20,7,30,30,30,0,44,455,108
2017,1,20,8,30,68,68,0,69,668,257
2017,1,20,9,30,82,82,0,76,792,383
2017,1,20,10,30,77,77,0,83,835,460
2017,1,20,11,30,73,73,0,85,845,481
2017,1,20,12,30,71,71,0,83,824,445
2017,1,20,13,30,58,58,0,75,767,355
2017,1,20,14,30,32,32,0,61,649,222
2017,1,20,15,30,11,11,0,34,385,73
2017,1,20,16,30,0,0,0,0,0,0
2017,1,20,17,30,0,0,0,0,0,0
2017,1,20,18,30,0,0,0,0,0,0
2017,1,20,19,30,0,0,0,0,0,0
2017,1,20,20,30,0,0,0,0,0,0
2017,1,20,21,30,0,0,0,0,0,0
2017,1,20,22,30,0,0,0,0,0,0
2017,1,20,23,30,0,0,0,0,0,0
2017,1,21,0,30,0,0,0,0,0,0
2017,1,21,1,30,0,0,0,0,0,0
2017,1,21,2,30,0,0,0,0,0,0
2017,1,21,3,30,0,0,0,0,0,0
2017,1,21,4,30,0,0,0,0,0,0
2017,1,21,5,30,0,0,0,0,0,0
2017,1,21,6,30,0,0,0,0,0,0
2017,1,21,7,30,116,41,519,41,519,116
2017,1,21,8,30,268,62,724,62,724,268
2017,1,21,9,30,391,72,817,72,817,391
2017,1,21,10,30,428,80,766,80,855,468
2017,1,21,11,30,445,86,760,83,860,489
2017,1,21,12,30,368,139,518,82,835,452
2017,1,21,13,30,256,140,317,76,770,359
2017,1,21,14,30,135,99,140,63,646,226
2017,1,21,15,30,76,36,374,36,374,76
2017,1,21,16,30,0,0,0,0,0,0
2017,1,21,17,30,0,0,0,0,0,0
2017,1,21,18,30,0,0,0,0,0,0
2017,1,21,19,30,0,0,0,0,0,0
2017,1,21,20,30,0,0,0,0,0,0
2017,1,21,21,30,0,0,0,0,0,0
2017,1,21,22,30,0,0,0,0,0,0
2017,1,21,23,30,0,0,0,0,0,0
2017,1,22,0,30,0,0,0,0,0,0
2017,1,22,1,30,0,0,0,0,0,0
2017,1,22,2,30,0,0,0,0,0,0
2017,1,22,3,30,0,0,0,0,0,0
2017,1,22,4,30,0,0,0,0,0,0
2017,1,22,5,30,0,0,0,0,0,0
2017,1,22,6,30,0,0,0,0,0,0
2017,1,22,7,30,8,8,0,62,239,97
2017,1,22,8,30,12,12,0,109,436,234
2017,1,22,9,30,24,24,0,141,528,349
2017,1,22,10,30,52,52,0,165,553,418
2017,1,22,11,30,70,70,0,173,555,438
2017,1,22,12,30,59,59,0,171,517,402
2017,1,22,13,30,43,43,0,149,457,319
2017,1,22,14,30,30,30,0,107,360,199
2017,1,22,15,30,10,10,0,48,153,65
2017,1,22,16,30,0,0,0,0,0,0
2017,1,22,17,30,0,0,0,0,0,0
2017,1,22,18,30,0,0,0,0,0,0
2017,1,22,19,30,0,0,0,0,0,0
2017,1,22,20,30,0,0,0,0,0,0
2017,1,22,21,30,0,0,0,0,0,0
2017,1,22,22,30,0,0,0,0,0,0
2017,1,22,23,30,0,0,0,0,0,0
2017,1,23,0,30,0,0,0,0,0,0
2017,1,23,1,30,0,0,0,0,0,0
2017,1,23,2,30,0,0,0,0,0,0
2017,1,23,3,30,0,0,0,0,0,0
2017,1,23,4,30,0,0,0,0,0,0
2017,1,23,5,30,0,0,0,0,0,0
2017,1,23,6,30,0,0,0,0,0,0
2017,1,23,7,30,22,22,0,58,295,102
2017,1,23,8,30,47,47,0,89,547,247
2017,1,23,9,30,16,16,0,101,680,371
2017,1,23,10,30,24,24,0,109,733,447
2017,1,23,11,30,26,26,0,117,729,467
2017,1,23,12,30,52,52,0,118,689,429
2017,1,23,13,30,17,17,0,105,632,343
2017,1,23,14,30,11,11,0,80,526,217
2017,1,23,15,30,6,6,0,43,272,74
2017,1,23,16,30,0,0,0,0,0,0
2017,1,23,17,30,0,0,0,0,0,0
2017,1,23,18,30,0,0,0,0,0,0
2017,1,23,19,30,0,0,0,0,0,0
2017,1,23,20,30,0,0,0,0,0,0
2017,1,23,21,30,0,0,0,0,0,0
2017,1,23,22,30,0,0,0,0,0,0
2017,1,23,23,30,0,0,0,0,0,0
2017,1,24,0,30,0,0,0,0,0,0
